,desc,location,size,value
1063,Lovely Maisonette In Syokimau,"Mombasa Road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 12800000
1064,4 Bedroom Townhouse for sale in Spring Valley,"Spring Valley Road, Spring Valley, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1065,4 Bedroom Townhouse with an SQ for sale in Lavington,"Chalbi Drive, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 64000000
1066,Brand New 4 Bedroom all Ensuite plus DSQ,"Grevellia Drive, Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 68000000
1067,4/5 Bedroom Family Home in Tranquil Hardy,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 72000000
1068,A 4 Bedroom Townhouse Foe Sale in Westlands Along Grevelia Grove,"Its along grevillia grove, Grevillea Grove, Nairobi, Nairobi",4 Bedrooms,KSh 46000000
1069,"3 Bedroom Master En-suite Bungalow, Baltimore Estate","Kitengela, next Hashi petrol station 200m from Namanga highway, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 5950000
1070,4 Bedroom House for Sale in Langata,"Carnivore, Langata, Nairobi, Langata, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
1071,"Karen, 4 Bedroom Townhouse for sale","Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 58000000
1072,Lovely Townhouse in Westlands,"Mahiga Mairu, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1073,Karen Stand Alone House-Miotoni,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 105000000
1074,5  bedroom  double  storey  house  at  Westlands.,"Westlands, Nairobi, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 160000
1075,Runda Gardens,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1076,A 4 Bdrm Ambassadorial House,"It's along meadows., Runda, Nairobi, Nairobi",4 Bedrooms,KSh 135000000
1077,Magnificent 5 Bedrooms House in the Heart of Ridgeways .,"Close to Braeburn School., Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1078,5 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1079,104 Acres With A 5 Bedroom House for sale in Karen (Miotoni),"Miotoni Road, Karen, Nairobi, Nairobi",7 Bedrooms,KSh 640000000
1080,5 Bedroom House for sale in Karen,"Kuwinda Road, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1081,Kitengela Plains New 4 Bedroom Gated Community,"Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
1082,"Off Plan 5 Bedroom Maisonette for sale in Syokimau , Nairobi","Community Road, Syokimau, Nairobi, Nairobi",5 Bedrooms,KSh 13500000
1083,4 Bedroom Townhouse Miotoni,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 67000000
1084,Ruaraka 3 Bedroom Apartment for sale,"Ruaraka, Ruaraka, Nairobi, Nairobi",3 Bedrooms,KSh 8500000
1085,Lavington Town Houses,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
1086,17 1114 ST Exclusive Townhouse Lavishly Designed,"Lavington Green, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1087,Waterfront 3 Bedroom Townhouse,"Loresho, Waiyaki Way, Nairobi, Nairobi",3 Bedrooms,KSh 31000000
1088,A4 Bedroom Townhouse for sale in Runda Mumwe Gardens,"It's at mumwe gardens., Runda, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1089,3 Bedroom House for sale in Ruiru,"Ruiru, Nairobi, Nairobi",3 Bedrooms,KSh 6200000
1090,Exclusive 4 Bedrooms House in Runda,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1091,Beautiful 5 bedroom house for sale,"Rosslyn Lone Tree, Rosslyn, Nairobi, Nairobi",5 Bedrooms,KSh 135000000
1092,4 bedroom Townhouse for sale in Westlands,"Westlands, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1093,4 Bedroom plus Dsq all Ensuite in Kileleshwa Makueni Road,"makueni road, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
1094,Ambassodorial Townhouse,"Mzima Spring, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1095,A New Townhouses for sale in Lavington 66million,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 66000000
1096,"Town House, 5 Bedroom 3 En-Suite - Kitisuru Off Kitisuru Rd","Kitisuru, Nairobi, Nairobi",5 Bedrooms,KSh 67000000
1097,Standalone 4 Bedroom Bungalow in Lavington,"Lavington Nairobi, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 150000000
1098,Aspire Homes Chalbi,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 62000000
1099,Runda-4 Bedroom Townhouse on 1/2 Acre Garden (Gated Community),"Runda-close to embassies,UN offices & International schools, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1100,4 Bedroom Townhouse for sale in Syokimau,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 15000000
1101,"Amazing 7 Bedroom House, Westlands","Westlands, Westlands, Nairobi, Nairobi",7 Bedrooms,KSh 350000000
1102,Ruaka property for residential or commercial,"Ruaka, Ruaka, Nairobi, Nairobi",1 Bedrooms,KSh 20000000
1103,5 Bedroom House for Sale in Karen,"Karen Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1104,5 Bedroom Townhouse for Sale in Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 72000000
1105,5 Bedroom House Available for sale in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1106,Lovely 4 Bedroom Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1107,7 Bedroom House,"dog unit, Langata, Nairobi, Nairobi",7 Bedrooms,KSh 27000000
1108,Muthaiga 5 Bedroom on 1 Acre,"Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 270000000
1109,Westlands-4 Bedroom Townhouse in a Gated Community of 6 Units.,"Westlands close to Safaricom house,medanta Hospital,pwc & CBD, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 38000000
1110,Kencom Sacco Homes - Runda,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1111,4 Bedroom Plus Dsq Town House for sale in Kiambu Road,"Kiambu road, Mombasa Road, Nairobi, Nairobi",5 Bedrooms,KSh 37000000
1112,A Lovely And Modern 4 Bedroom House All En Suite in Mombasa Road,"Mombasa Road, Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1113,Runda (old Runda) 2 Lovely 6 Bedroom mordern Houses located on a 1.068 Acre of Land,"runda, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 220000000
1114,7 Bedroom House for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 250000000
1115,10 Bedroom Town-House for sale in Karen,"Karen, Nairobi, Nairobi",10 Bedrooms,KSh 40000000
1116,RUNDA -5 BEDROOM AMBASSADORIAL HOUSE FOR SALE,"Runda Ambassadorial House for sale, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 250000000
1117,Runda-Brand New 7 Bedroom Double Storey House for sale,"Runda close to Embassies ,UN offices,International schools and shopping malls, Runda, Nairobi, Nairobi",7 Bedrooms,KSh 160000000
1118,A 5 Bedroom Townhouse for sale in Lavington Along Jakaranda Avenue,"It's along jakaranda avenue., Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1119,"A Magnificent 5 Bedroom all Ensuite Townhouse with Dsq in Kileleshwa, off Nyeri Road","Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 62000000
1120,Modern High End 5 Bedroom House - Ridgeways,"Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1121,17 1122 ST A Special Offering; Elegant Townhouse Rarely Available,"Riverside Drive, Riverside, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1122,8 Bedroom House for sale in Lavington,"James Gichuru, Lavington, Nairobi, Nairobi",8 Bedrooms,KSh 180000000
1123,A Spacious Town House 4 Bedroom All Ensuite for sale in Lavington,"Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1124,Luxurious 5 Bedroom Townhouse in Karen near( Banda School),"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 65000000
1125,Mashariki Court Annexe,"off Thika road along Kenyatta road, Thika Road, Nairobi, Nairobi",3 Bedrooms,KSh 3250000
1126,4 Bedroom Family Home in Karen,"Karen, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1127,FOUR  BEDROOMS TONWHOUES  NEW WITH  MODERN FINISHING IN PEPONI,"Peponi road, Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 350000
1128,A House for sale in Gigiri,"Nairobi, Gigiri, Gigiri, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1129,Executive 4 Bedroom Townhouse All Ensuite With Dsq on 1/2 Acre Garden,"Runda Mimosa, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
1130,A 4 Bdrm Townhouse,"It's near KCB training centre., Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1131,"4 Bedroom Maisonette for sale in Karen, Karen Plains","Karen Plains Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1132,"7 Bedroom House in Muthaiga for sale at KES 1,000,000,000","Muthaiga, Nairobi, Nairobi",7 Bedrooms,KSh 1000000000
1133,3Bedroom Offplan Mainssionet for sale in Ngong,"ngong, kibera, Nairobi, Nairobi",4 Bedrooms,KSh 7800000
1134,Chalbi Homes - Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1135,An Exclusive And Prestgious Modern 4 Bedroom Townhouse in Lavington,"Grevillea Grove Westlands, Grevillea Grove, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1136,"Lavington, Town House for sale","Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1137,Runda Gardens Homes,"Runda, Nairobi, Nairobi",4 Bedrooms,KSh 37000000
1138,5 Bedroom House For Sale In Spring Valley,"Spring Valley, Riruta, Nairobi, Nairobi",5 Bedrooms,KSh 350000000
1139,Luxurious House for sale in Kileleshwa -Vihiga Road,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
1140,A Spacious Town House5 Bedroom All Ensuite 2dsq Family Room Study A Big Store A Terrace For Sale In Lavington,"Lavington, Lavington, Nairobi, Nairobi",3 Bedrooms,KSh 45000000
1141,4 Bedroom House for sale in Lower Kabete,"Lower Kabete Road, Lower Kabete, Nairobi, Nairobi",4 Bedrooms,KSh 210000000
1142,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 76000000
1143,Spacious Well Maintained Maisonette In Embakasi,"Baraka Estate, Embakasi, Nairobi, Nairobi",3 Bedrooms,KSh 10300000
1144,4 Bedroom Townhouse in Syokimau,"Syokimau Airport road, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
1145,4 Bedroom House for sale in Karen,"Kerarapon Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1146,"3 Bedroom Townhouse for sale Along Mombasa Road, Imara Daima","Mombasa Road, Imara Daima, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 13500000
1147,Newly Built 5 Bedroom Town House in Lavington,"Convent drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1148,A Modern And Spacious 4 Bedroom Townhouse on Waiyaki Way,"Waiyaki Way, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
1149,5 Bedroom House for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1150,A prime 0.75 acre plot with 2 Houses for Sale on Njumbi Road - Lavington,"Njumbi Road, Lavington, Nairobi, Nairobi",1 Bedrooms,KSh 200000000
1151,4 Bedroom Town House in Kileleshwa,"Gichugu road, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 60000000
1152,Tigoni -Beautiful 4 Bedroom House on 2.56 Acres Prime Land,"Tigoni, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
1153,Luxurious New And Modern 4 Bedroom Townhouses in Lavington,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1154,Karen-Outstanding 8 Bedroom House,"Karen-outstanding 8 bedroom house for sale, Karen, Nairobi, Nairobi",8 Bedrooms,KSh 80000000
1155,Phenomenal Town House in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1156,Ultra-Modern And Exquisite 5 Bedroom House in Nyari,"Nyari, Nyari, Nairobi, Nairobi",5 Bedrooms,KSh 160000000
1157,5 Bedroom All Ensuite Town House,"Laikipia rd, Kileleshwa, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
1158,6 Bedroom  All Ensute Townhouse For Sale In Runda,"Ruaka Drive, Runda, Nairobi, Nairobi",6 Bedrooms,KSh 130000000
1159,5 bedroom Townhouse for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 95000000
1160,5 Bedroom Townhouse for sale in Syokimau,"Syokimau, Nairobi, Nairobi",5 Bedrooms,KSh 13500000
1161,A 3 Bedroom Townhouse for sale Along Mombasa Rd Near Athi River Junction,"It's off mombasa rd near Athi river junction., Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 12500000
1162,Classy 4 Bedroom Townhouse +sq in Lavington for sale,"lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 65000000
1163,3&4 Bedroom Town Houses In Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",2 Bedrooms,KSh 9800000
1164,Muthaiga North New House 4 Bedrooms,"Muthaiga North close  to International schools,Embassies and shopping malls, Muthaiga North, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1165,Townhouse for sale,"Elmolo drive, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 52000000
1166,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1167,A 4 Bedroom With A Dsq  House for sale at Eden Ville Kiambu Rd,"Kiambu road, Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 31500000
1168,Exclusive 5 Bedroom House in Runda,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
1169,"4 Br Townhouse, Kitisuru","Kitisuru, ISK, Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1170,"5 Bedroom Semi-Detached Maisonette, Lavington","Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 52000000
1171,4 Bedroom Townhouse in Brookside - Westlands,"Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 50000000
1172,House at 5 Star Paradise,"kiambu road, Kiambu Road, Nairobi, Nairobi",3 Bedrooms,KSh 24950000
1173,Magnificent 5 Bedroom Townhouse Available Off Lower Kabete Road,"Off Lower Kabete road, Lower Kabete, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
1174,All that glitters! Ridgeways mansion,"Ridgeways, Nairobi, Nairobi",4 Bedrooms,KSh 120000000
1175,Magnificent 5 Bedroom in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 57000000
1176,4 B/R All Ensuite House In Runda,"Runda, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 95000000
1177,Elegant 4 Bedroom Town Houses for sale in Syokimau,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
1178,Ambassadorial House,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1179,"New 4 Bedroom Townhouses on Kamakis, Eastern Bypass.","Kamakis, Ruiru, Nairobi, Nairobi",4 Bedrooms,KSh 17300000
1180,LAND SUITABLE FOR DEVELOPMENT,"Lavington, Nairobi, Nairobi",7 Bedrooms,KSh 200000000
1181,Neat 4 Bedroom Townhouse Master Ensuite With Dsq And Pool,"Makueni road, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1182,Elegant 4 Bedroom Townhouse Grevillea,"Grevillea Grove, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1183,6 Bedroom House for sale in Karen,"Bosco Road, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 80000000
1184,5 Bedroom House for Sale in Lavington,"Lavington, Lavington, Nairobi, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 46000000
1185,4 Bedroom Townhouse for sale in Westlands,"Brookside Drive, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 47000000
1186,4 Bedroom Townhouse For Sale In Kilimani,"Elgeyo Marakwet Road, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1187,"Runda Eagle Park , House for sale","Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 180000000
1188,Magnificent Ambassadorial House For Sale In Runda,"Runda, Nairobi, Nairobi",6 Bedrooms,KSh 160000000
1189,5 Bedroom Villa in Lavington Nairobi,"lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 78000000
1190,Four Bedroom Maisonette in Parklands,"parklands, Parklands, Nairobi, Nairobi",4 Bedrooms,KSh 19500000
1191,"Kilimani, 4 Bedroom Town House for sale","Kilimani, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 51000000
1192,A 3 Bedroom With DSQ Maisonette For Sale Along Mombasa road Near Total Sabakia Petrol Station,"Mombasa road, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 12500000
1193,Detached Town House For Rent  In Lavington,"Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 250000
1194,"Limuru Rd, 4 Bedroom Villas for sale","Limuru road, Limuru road, Nairobi, Nairobi",4 Bedrooms,KSh 22000000
1195,A4 Bedroom Townhouse With A Dsq for sale at Eden Ville Kiambu Rd,"It's at Eden ville estate., Kiambu Road, Nairobi, Nairobi",4 Bedrooms,KSh 30000000
1196,5 Bedroom Townhouse Runda.,"Runda Grove , Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1197,4 Bedrooms Maisonette with DSQ Near Safari Park Estate Mirema Drive,"Mirema Drive, Roysambu, Nairobi, Nairobi",4 Bedrooms,KSh 20000000
1198,5 Bedroom House for sale in Westlands,"Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
1199,Stunning 5 Bedroom plus 2 Sqs Standalone House in Runda.,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 80000000
1200,5  Bedroom House  To Let,"Gigiri, Gigiri, Nairobi, Nairobi",10 Bedrooms,KSh 300000000
1201,4 bedroom Townhouse for sale in Kilimani,"4227-00100, Kilimani, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1202,Luxury 3 Bedroom Maisonettes In Syokimau,"St Thomas Timothy Road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 15500000
1203,Magnificent 5 Bedroom Double Storied House on Half Acre for sale in Gigiri/Wispers,"Magnolia close, Gigiri, Nairobi, Nairobi",5 Bedrooms,KSh 110000000
1204,Mombasa Road three Bedroom House For Sale,"Mombasa Road, Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 12000000
1205,4 Bedroom Townhouse for sale in Syokimau,"Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 11500000
1206,4 Bedroom Townhouse For Sale In Lavington,"Hatheru Road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
1207,Ambassadorial House for sale,"Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 85000000
1208,Modern Townhouse Westlands 58m,"Grevillea Grove , Westlands, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 58000000
1209,4 Bedroom Townhouse in Kitisuru,"Kitisuru, Nairobi, Nairobi",4 Bedrooms,KSh 125000000
1210,Ridge Way Ambassandorial House,"Ridgeways, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1211,"3 Bedroom Maisonettes For Sale In Athi River,Mombasa Rd","Mombasa Road, Nairobi, Nairobi",3 Bedrooms,KSh 11000000
1212,"Home For Sale, Runda","Runda, Nairobi, Nairobi",5 Bedrooms,KSh 100000000
1213,5 Bedroom Townhouse for sale in Westlands,"Grevillea Grove, Westlands, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1214,"City Property With Country Charm - Bogani, Karen","Bogani Road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 88000000
1215,5 Bedroom House Available for sale in Karen,"Karen, Nairobi, Nairobi",5 Bedrooms,KSh 120000000
1216,3 Bedroom House for sale in Kiambu,"Kiambu, Ruiru Kamiti Road, Riruta, Nairobi, Nairobi",3 Bedrooms,KSh 23750000
1217,"6 Bedroom Townhouse on Half Acre Land for sale in Nzohe Lane, Karen","Nzohe road ,Karen, Karen, Nairobi, Nairobi",6 Bedrooms,KSh 92000000
1218,Executive 4 Bedroom Maisonette for sale in Karura,"Excecutive four bedroomed massonate for sale in Karura, Karura, Nairobi, Nairobi",4 Bedrooms,KSh 15000000
1219,A Spacious 4 Bedroom Maisonette for sale in Parklands,"Parklands, Parklands, Nairobi, Nairobi",4 Bedrooms,KSh 28000000
1220,"Multi-Level Greenery, 5 Bedroom Home","Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 250000000
1221,"House at Mavoko Park, Syokimau","Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
1222,"5 BEDROOM, 3 LEVEL TOWN HOUSE ON SALE  IN LAVINGTON","Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1223,Brookside 4 Bedroom Townhouse,"westlands brookside close to International schools,malls & UN offices, Brookside, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1224,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 82000000
1225,Villa for sale on Njubi Road,"Njubi road, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 70000000
1226,Modern And Exquisitely Done 4br House,"Kitengela, Kajiado, Nairobi, Nairobi",4 Bedrooms,KSh 13000000
1227,House for sale,"South C, Nairobi, Nairobi",3 Bedrooms,KSh 15000000
1228,4 Bedroom House with a dsq in South B,"South B, Nairobi, Nairobi",4 Bedrooms,KSh 21000000
1229,A Fabulous 5 Bedroom House for sale,"Runda, Runda, Nairobi, Nairobi",5 Bedrooms,KSh 98000000
1230,Stunning 4 Bedroom Villa,"Peponi, Nairobi, Nairobi",4 Bedrooms,KSh 80000000
1231,Colonial Style 9 Bedroom Home for sale,"Lower Kabete, Nairobi, Nairobi",9 Bedrooms,KSh 180000000
1232,Executive Brand New 5 Bedroom House All Ensuite,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1233,Executive 5 Bedroom House at Old Muthaiga,"Old Muthaiga, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 180000000
1234,Double Charming House in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 150000000
1235,"Amani Village, Houses for sale","syokimau, Syokimau, Nairobi, Nairobi",4 Bedrooms,KSh 12000000
1236,Fairfield Park,"Mombasa Road, Nairobi, Nairobi",4 Bedrooms,KSh 17000000
1237,"4 Bedroom Bungalow for sale in Old Runda, Runda Drive","Runda Drive, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 78000000
1238,Stunning 5 Bedroom House- Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 75000000
1239,An Exclusive And Prestgious Modern 4 Bedroom Townhouse in Lavington,"Kabarsiran avenue, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 52000000
1240,Town House for sale,"KAREN BOGANI, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 98000000
1241,Elegant 4 Bedroom Villa on General Mathenge Drive,"General Mathenge Drive, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 75000000
1242,Classy 4 Bedroom Villa With Value For Elegance,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 90000000
1243,3 Bedroom Massionate Plus Dsq for sale in Syokimau,"Mombasa road, Syokimau, Nairobi, Nairobi",3 Bedrooms,KSh 13000000
1244,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 82000000
1245,3 Bedroom Bungalow in Kitenegela,"KITENGELA, Kajiado, Nairobi, Nairobi",3 Bedrooms,KSh 6500000
1246,4 Bedroom House for sale in Loresho,"Loresho Close, Loresho, Nairobi, Nairobi",4 Bedrooms,KSh 60000000
1247,5 Bedroom Bungalow in Lower Kabete,"Lower Kabete, Nairobi, Nairobi",5 Bedrooms,KSh 350000
1248,Executive 5 Bedroom Townhouse All Ensuite With Dsq And Big Garden,"ramisi road, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 55000000
1249,Amazing 4 Bedroom Townhouse for sale - Karen,"Karen, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
1250,2 bedroom Maisonette for Sale,"Kileleshwa, Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 35000000
1251,"5 Bedroom  House, off Peponi Road","Private Estate, Kitisuru, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
1252,Luxurious House for sale Along Kiambu Road,"Along Kiambu road .opposit kist, Riruta, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1253,5 Bedroom House For Sale In Lavington,"James Gichuru Rd, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 70000000
1254,Stunning 4 Bedroom House in Runda,"runda evergreen, Runda, Nairobi, Nairobi",4 Bedrooms,KSh 100000000
1255,Lovely modern 4 bedroom villa for Sale - Nyari.,"Nairobi City, Nairobi Central, Nairobi, Nairobi",4 Bedrooms,KSh 68000000
1256,Donholm Four Bedroom Maisonettes at Harrambee SACCO Estate,"Outer Ring Road, Donholm, Nairobi, Nairobi",4 Bedrooms,KSh 11000000
1257,"4 Bedrooms House In South C , Highway Estate","Highway Estate, South C, Nairobi, Nairobi",4 Bedrooms,KSh 15000000
1258,4 Bedroom Townhouse for sale in Karen,"Miotoni road, Karen, Nairobi, Nairobi",4 Bedrooms,KSh 85000000
1259,"Luxury 5 Bedrooms House For Sale, Mahiga Mairu","Mahiga Mairu, Westlands, Nairobi, Nairobi",4 Bedrooms,KSh 45000000
1260,4 Bedroom House for Sale in Kerarapon,"Kerarapon, Kerarapon, Nairobi, Kerarapon, Nairobi, Nairobi",4 Bedrooms,KSh 40000000
1261,Beautiful 5 Bedrooms Stand Alone in Mountain View,"Mountain View, Nairobi, Nairobi",5 Bedrooms,KSh 45000000
1262,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5 Bedrooms,KSh 90000000
1263,A Spacious 4 Bedroom all Ensuite Townhouse with Dsq in Kileleshwa,"Kileleshwa, Nairobi, Nairobi",4 Bedrooms,KSh 55000000
1264,Executive Spacious 4 Bedroom Townhouse,"M, Muthaiga North, Nairobi, Nairobi",4 Bedrooms,KSh 32500000
1265,New Exquisite 5 Bedroom Town House,"Lavington, Lavington, Nairobi, Nairobi",5 Bedrooms,KSh 85000000
1266,Executive 4 Bedroom Townhouses With D Sq And Garden,"Lavington, Lavington, Nairobi, Nairobi",4 Bedrooms,KSh 72000000
1267,Town House For Sale In Muthaiga,"north pipeline estate, Muthaiga, Nairobi, Nairobi",5 Bedrooms,KSh 39500000
1268,Luxury World Class House in Karen,"Karen, Karen, Nairobi, Nairobi",5 Bedrooms,Contact seller for price
